0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.481481481481481399e-01 1.481481481481481399e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.222222222222222099e-01 5.555555555555555247e-02 1.666666666666666574e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.333333333333333148e-01 8.333333333333332871e-02 0.000000000000000000e+00 2.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e-01 1.250000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.750000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.666666666666666297e-01 2.407407407407407274e-01 0.000000000000000000e+00 -5.000000000000000000e-01 7.777777777777777901e-01 1.481481481481481399e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.666666666666666574e-01 9.004629629629629095e-02 0.000000000000000000e+00 -1.250000000000000069e-02 2.236111111111111216e-01 -1.907407407407407385e-01 5.625000000000000139e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 -1.155000000000000071e+01 0.000000000000000000e+00 4.049999999999999822e+00 -5.820000000000000284e+01 3.279999999999999716e+01 -6.099999999999999645e+00 4.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.333333333333333703e-01 -4.409722222222222099e-01 0.000000000000000000e+00 6.250000000000000000e-02 -2.354166666666666519e+00 1.583333333333333259e+00 -3.125000000000000000e-02 2.000000000000000000e+00 1.388888888888888812e-02 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.806097560975609806e+00 0.000000000000000000e+00 -9.878048780487805325e-02 8.663414634146342053e+00 -4.117073170731707421e+00 8.780487804878048252e-02 -6.146341463414634276e+00 -7.317073170731706877e-02 8.780487804878048808e-01 0.000000000000000000e+00
1.000000000000000000e+00 4.880952380952380959e-02 0.000000000000000000e+00 0.000000000000000000e+00 3.214285714285713969e-02 3.238095238095238249e-01 3.214285714285713969e-02 2.571428571428571175e-01 0.000000000000000000e+00 2.571428571428571175e-01 4.880952380952380959e-02
