0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.555555555555555247e-02 5.555555555555555247e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.333333333333332871e-02 2.083333333333333218e-02 6.250000000000000000e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.250000000000000000e-01 3.125000000000000000e-02 0.000000000000000000e+00 9.375000000000000000e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.125000000000000000e-01 3.125000000000000000e-01 0.000000000000000000e+00 -1.171875000000000000e+00 1.171875000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.750000000000000000e-01 3.749999999999999861e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.875000000000000000e-01 1.499999999999999944e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.474999999999999922e-01 4.791013711111111184e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.122487127777777732e-01 -2.550567377777777922e-02 1.284682388888888811e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.650000000000000244e-01 1.691798978729228131e-02 0.000000000000000000e+00 0.000000000000000000e+00 3.878482784860431964e-01 3.597736985150033068e-02 1.969702142156660729e-01 -1.727138523405018500e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.648654513822595202e-01 6.909575335919229677e-02 0.000000000000000000e+00 0.000000000000000000e+00 -6.342479767288541348e-01 -1.611975752246040672e-01 1.386503094588252549e-01 9.409286140357562278e-01 2.116363264819439705e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.500000000000000222e-01 1.835569968390453888e-01 0.000000000000000000e+00 0.000000000000000000e+00 -2.468768084315592581e+00 -2.912868878163004660e-01 -2.647302023311737598e-02 2.847838764192800465e+00 2.813873314698497885e-01 1.237448998633146613e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.246562776405043982e-01 -1.215424817395888146e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.667260866594577351e+01 9.157418284168179490e-01 -6.056605804357470646e+00 -1.600357359415617964e+01 1.484930308629766316e+01 -1.337157573528984855e+01 5.134182648179637987e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 2.588609164382642547e-01 0.000000000000000000e+00 0.000000000000000000e+00 -4.774485785489204659e+00 -4.350930137770325223e-01 -3.049483332072241648e+00 5.577920039936099528e+00 6.155831589861040065e+00 -5.062104586736938749e+00 2.193926173180678951e+00 1.346279986593349465e-01 0.000000000000000000e+00
1.000000000000000000e+00 2.955321367635349930e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -8.286062764877970555e-01 3.112409000511183188e-01 2.467345190599886884e+00 -2.546941651841908794e+00 1.443548583676775188e+00 7.941559588112728774e-02 4.444444444444444614e-02
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
