0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.555555555555555247e-02 5.555555555555555247e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.666666666666666574e-01 -8.333333333333332871e-02 2.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.222222222222222099e-01 -2.469135802469135665e-02 1.481481481481481399e-01 9.876543209876542662e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.666666666666666297e-01 1.212121212121212155e+00 -3.636363636363636465e-01 -5.090909090909090828e+00 4.909090909090909172e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 -5.054794520547945424e+00 9.863013698630136439e-01 2.456621004566209976e+01 -2.103595890410958802e+01 1.538242009132420041e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.888888888888888395e-01 -9.782267115600449259e+00 2.208754208754208914e+00 4.435465768799102193e+01 -3.781818181818182012e+01 1.925925925925925819e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.177734375000000000e+01 -2.250000000000000000e+00 -5.408974358974359120e+01 4.675781250000000000e+01 -1.403645833333333259e+00 0.000000000000000000e+00 2.082331730769230727e-01 0.000000000000000000e+00
1.000000000000000000e+00 3.749999999999999861e-02 0.000000000000000000e+00 1.600000000000000033e-01 2.169642857142857206e-01 4.812500000000000111e-01 1.042857142857142871e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 8.906250000000000278e-02 0.000000000000000000e+00 -2.461538461538461675e-01 6.147321428571428381e-01 3.781249999999999889e-01 0.000000000000000000e+00 1.070913461538461481e-01 5.714285714285714107e-02
