0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.666666666666666574e-01 1.666666666666666574e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.666666666666666630e-01 5.333333333333333676e-02 2.133333333333333470e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.666666666666666297e-01 8.333333333333333703e-01 -2.666666666666666519e+00 2.500000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.333333333333333703e-01 -2.578125000000000000e+00 9.166666666666666075e+00 -6.640625000000000000e+00 8.854166666666666297e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 2.399999999999999911e+00 -8.000000000000000000e+00 6.560457516339869066e+00 -3.055555555555555802e-01 3.450980392156862697e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.666666666666666574e-02 -5.508666666666666156e-01 1.653333333333333321e+00 -9.455882352941176183e-01 -3.240000000000000102e-01 2.337882352941176578e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 2.035465116279069786e+00 -6.976744186046511587e+00 5.648179814561483880e+00 -1.373815676141257602e-01 2.863022661036103145e-01 0.000000000000000000e+00 1.441785567164738102e-01 0.000000000000000000e+00
1.000000000000000000e+00 7.499999999999999722e-02 0.000000000000000000e+00 3.899286987522281867e-01 3.194444444444444198e-01 1.350383631713555077e-01 0.000000000000000000e+00 1.078329882677708795e-02 6.980519480519480069e-02
1.000000000000000000e+00 8.125000000000000278e-02 0.000000000000000000e+00 3.968917112299465422e-01 3.125000000000000000e-01 1.411764705882352922e-01 6.818181818181817677e-02 0.000000000000000000e+00 0.000000000000000000e+00
