0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.407407407407406996e-02 7.407407407407406996e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.111111111111111049e-01 2.777777777777777624e-02 8.333333333333332871e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.666666666666666574e-01 4.166666666666666435e-02 0.000000000000000000e+00 1.250000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.166666666666666852e-01 4.166666666666666852e-01 0.000000000000000000e+00 -1.562500000000000000e+00 1.562500000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e-01 5.000000000000000278e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.500000000000000000e-01 2.000000000000000111e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.333333333333333703e-01 -2.314814814814814825e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.157407407407407440e+00 -2.407407407407407440e+00 2.314814814814814881e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.666666666666666574e-01 1.033333333333333326e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.711111111111111360e-01 -2.222222222222222099e-01 1.444444444444444378e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.666666666666666297e-01 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -8.833333333333333925e+00 1.564444444444444393e+01 -1.188888888888888928e+01 7.444444444444444642e-01 3.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.333333333333333148e-01 -8.425925925925925597e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.129629629629629650e-01 -7.229629629629629406e+00 5.759259259259259522e+00 -3.166666666666666519e-01 2.833333333333333481e+00 -8.333333333333332871e-02 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 5.812195121951219123e-01 0.000000000000000000e+00 0.000000000000000000e+00 -2.079268292682926678e+00 4.386341463414634489e+00 -3.670731707317073322e+00 5.202439024390244082e-01 5.487804878048780921e-01 2.743902439024390461e-01 4.390243902439024404e-01 0.000000000000000000e+00
0.000000000000000000e+00 4.880952380952380959e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.238095238095238249e-01 2.571428571428571175e-01 2.571428571428571175e-01 3.214285714285713969e-02 3.214285714285713969e-02 4.880952380952380959e-02
